ID,lat,lon
361,44.71991913,9.00983924
362,44.71989625,9.07297186
363,44.71983846,9.13610434
364,44.71974577,9.19923658
365,44.74831104,7.05177809
366,44.74937088,7.11490681
367,44.75039583,7.17803896
368,44.75138591,7.24117442
369,44.7523411,7.30431309
370,44.7532614,7.36745483
371,44.7541468,7.43059955
372,44.75499729,7.49374712
373,44.75581289,7.55689743
374,44.75659357,7.62005037
375,44.75733935,7.68320582
376,44.7580502,7.74636367
377,44.75872614,7.80952379
378,44.75936715,7.87268609
379,44.75997324,7.93585043
380,44.7605444,7.99901671
381,44.76108062,8.06218482
382,44.76158191,8.12535463
383,44.76204827,8.18852604
384,44.76247968,8.25169892
385,44.76287616,8.31487316
386,44.76323769,8.37804865
387,44.76356427,8.44122528
388,44.76385591,8.50440292
389,44.7641126,8.56758146
390,44.76433434,8.6307608
391,44.76452113,8.6939408
392,44.76467297,8.75712136
393,44.76478986,8.82030236
394,44.7648718,8.88348369
395,44.76491878,8.94666524
396,44.76493081,9.00984688
397,44.76490788,9.0730285
398,44.76485001,9.13620999
399,44.76475718,9.19939123
400,44.79219999,6.98709047
401,44.79329641,7.05026461
402,44.7943579,7.1134423
403,44.79538446,7.17662343
404,44.79637608,7.23980788
405,44.79733276,7.30299554
406,44.79825449,7.36618629
407,44.79914127,7.42938003
408,44.7999931,7.49257662
409,44.80080997,7.55577596
410,44.80159187,7.61897794
411,44.80233881,7.68218244
412,44.80305077,7.74538933
413,44.80372777,7.80859852
414,44.80436978,7.87180988
415,44.80497681,7.9350233
416,44.80554886,7.99823866
417,44.80608593,8.06145584
418,44.806588,8.12467474
419,44.80705508,8.18789524
420,44.80748717,8.25111722
421,44.80788426,8.31434056
422,44.80824636,8.37756515
423,44.80857345,8.44079089
424,44.80886555,8.50401764
425,44.80912264,8.56724529
426,44.80934473,8.63047374
427,44.80953181,8.69370286
428,44.80968389,8.75693254
429,44.80980096,8.82016266
430,44.80988302,8.88339311
431,44.80993008,8.94662377
432,44.80994213,9.00985453
433,44.80991917,9.07308528
434,44.8098612,9.13631589
435,44.80976822,9.19954625
436,44.83488206,6.85908908
437,44.83605014,6.92230483
438,44.83718325,6.98552436
439,44.83828138,7.04874757
440,44.83934452,7.11197435
441,44.84037268,7.17520457
442,44.84136585,7.23843813
443,44.84232403,7.3016749
444,44.8432472,7.36491478
445,44.84413537,7.42815764
446,44.84498852,7.49140337
447,44.84580667,7.55465186
448,44.84658979,7.61790299
449,44.8473379,7.68115665
450,44.84805097,7.74441272
451,44.84872902,7.80767108
452,44.84937204,7.87093162
453,44.84998002,7.93419422
454,44.85055296,7.99745877
455,44.85109086,8.06072516
456,44.85159372,8.12399326
457,44.85206153,8.18726296
458,44.8524943,8.25053415
459,44.85289201,8.31380671
460,44.85325467,8.37708052
461,44.85358228,8.44035547
462,44.85387483,8.50363145
463,44.85413232,8.56690833
464,44.85435476,8.63018601
465,44.85454213,8.69346436
466,44.85469445,8.75674327
467,44.8548117,8.82002263
468,44.85489389,8.88330231
469,44.85494102,8.94658221
470,44.85495309,9.00986221
471,44.85493009,9.07314219
472,44.87865641,6.79415996
473,44.87986133,6.85742095
474,44.88103123,6.92068586
475,44.88216611,6.98395458
476,44.88326595,7.04722698
477,44.88433076,7.11050295
478,44.88536052,7.17378239
479,44.88635524,7.23706516
480,44.88731491,7.30035116
481,44.88823953,7.36364027
482,44.88912908,7.42693238
483,44.88998357,7.49022737
484,44.89080299,7.55352512
485,44.89158734,7.61682552
486,44.89233661,7.68012845
487,44.8930508,7.7434338
488,44.89372991,7.80674145
489,44.89437393,7.87005129
490,44.89498286,7.93336319
491,44.8955567,7.99667705
492,44.89609544,8.05999275
493,44.89659908,8.12331017
494,44.89706762,8.18662919
495,44.89750106,8.24994971
496,44.8978994,8.3132716
497,44.89826262,8.37659475
498,44.89859074,8.43991904
499,44.89888375,8.50324435
500,44.89914164,8.56657058
501,44.89936443,8.6298976
502,44.89955209,8.6932253
503,44.89970465,8.75655356
504,44.89982208,8.81988226
505,44.8999044,8.8832113
506,44.89995161,8.94654055
507,44.89996369,9.0098699
508,44.89994066,9.07319923
509,44.92239153,6.72913242
510,44.9236334,6.79243864
511,44.9248402,6.8557489
512,44.92601192,6.91906309
513,44.92714857,6.9823811
514,44.92825013,7.04570281
515,44.9293166,7.1090281
516,44.93034797,7.17235686
517,44.93134424,7.23568897
518,44.93230541,7.29902431
519,44.93323147,7.36236278
520,44.93412241,7.42570424
521,44.93497823,7.4890486
522,44.93579893,7.55239573
523,44.9365845,7.61574551
524,44.93733495,7.67909784
525,44.93805025,7.74245259
526,44.93873042,7.80580964
527,44.93937545,7.86916889
528,44.93998533,7.93253021
529,44.94056006,7.9958935
530,44.94109964,8.05925862
531,44.94160407,8.12262548
532,44.94207335,8.18599394
533,44.94250747,8.2493639
534,44.94290642,8.31273523
535,44.94327022,8.37610783
536,44.94359885,8.43948157
537,44.94389231,8.50285634
538,44.94415061,8.56623203
539,44.94437374,8.62960851
540,44.9445617,8.69298567
541,44.94471449,8.7563634
542,44.94483211,8.81974157
543,44.94491456,8.88312007
544,44.94496184,8.94649879
545,44.94497394,9.00987761
546,44.96736617,6.72735767
547,44.96860997,6.79071327
548,44.96981865,6.85407292
549,44.97099221,6.91743651
550,44.97213063,6.98080393
551,44.97323391,7.04417506
552,44.97430204,7.10754978
553,44.97533502,7.17092798
554,44.97633285,7.23430954
555,44.97729552,7.29769434
556,44.97822302,7.36108227
557,44.97911536,7.42447322
558,44.97997252,7.48786706
559,44.9807945,7.55126368
560,44.9815813,7.61466297
561,44.98233291,7.6780648
562,44.98304933,7.74146906
563,44.98373056,7.80487564
564,44.9843766,7.86828442
565,44.98498743,7.93169528
566,44.98556306,7.9951081
